genome,MAG_ID,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
3300082215_68.fna,3300082215_68,6318_1,0.050000000000000044,average,fastANI,6318
3300062836_26.fna,3300062836_26,6319_1,0.050000000000000044,average,fastANI,6319
3300076623_44.fna,3300076623_44,6319_2,0.050000000000000044,average,fastANI,6319
3300077820_66.fna,3300077820_66,6319_3,0.050000000000000044,average,fastANI,6319
3300062625_51.fna,3300062625_51,6320_1,0.050000000000000044,average,fastANI,6320
3300062626_24.fna,3300062626_24,6320_1,0.050000000000000044,average,fastANI,6320
3300062708_34.fna,3300062708_34,6320_1,0.050000000000000044,average,fastANI,6320
3300062846_55.fna,3300062846_55,6320_1,0.050000000000000044,average,fastANI,6320
3300075769_36.fna,3300075769_36,6320_1,0.050000000000000044,average,fastANI,6320
3300077820_79.fna,3300077820_79,6321_1,0.050000000000000044,average,fastANI,6321
3300082270_25.fna,3300082270_25,6321_2,0.050000000000000044,average,fastANI,6321
3300055278_64.fna,3300055278_64,6322_1,0.050000000000000044,average,fastANI,6322
3300077557_18.fna,3300077557_18,6322_1,0.050000000000000044,average,fastANI,6322
3300077660_10.fna,3300077660_10,6322_1,0.050000000000000044,average,fastANI,6322
3300078732_72.fna,3300078732_72,6322_1,0.050000000000000044,average,fastANI,6322
3300081511_17.fna,3300081511_17,6322_1,0.050000000000000044,average,fastANI,6322
3300081826_75.fna,3300081826_75,6322_1,0.050000000000000044,average,fastANI,6322
3300081827_63.fna,3300081827_63,6322_1,0.050000000000000044,average,fastANI,6322
3300082172_32.fna,3300082172_32,6322_1,0.050000000000000044,average,fastANI,6322
3300079560_100.fna,3300079560_100,6322_2,0.050000000000000044,average,fastANI,6322
3300060644_7.fna,3300060644_7,6323_1,0.050000000000000044,average,fastANI,6323
3300060649_10.fna,3300060649_10,6323_1,0.050000000000000044,average,fastANI,6323
3300078416_29.fna,3300078416_29,6323_1,0.050000000000000044,average,fastANI,6323
3300079394_17.fna,3300079394_17,6323_1,0.050000000000000044,average,fastANI,6323
3300079481_44.fna,3300079481_44,6323_1,0.050000000000000044,average,fastANI,6323
3300075769_7.fna,3300075769_7,6323_2,0.050000000000000044,average,fastANI,6323
3300077659_36.fna,3300077659_36,6323_2,0.050000000000000044,average,fastANI,6323
3300081824_59.fna,3300081824_59,6323_2,0.050000000000000044,average,fastANI,6323
3300079119_11.fna,3300079119_11,6323_3,0.050000000000000044,average,fastANI,6323
3300060650_8.fna,3300060650_8,6323_4,0.050000000000000044,average,fastANI,6323
3300062724_66.fna,3300062724_66,6324_0,0.050000000000000044,average,fastANI,6324
3300080028_134.fna,3300080028_134,6325_0,0.050000000000000044,average,fastANI,6325
3300080028_68.fna,3300080028_68,6326_0,0.050000000000000044,average,fastANI,6326
3300062561_31.fna,3300062561_31,6327_1,0.050000000000000044,average,fastANI,6327
3300062567_50.fna,3300062567_50,6327_1,0.050000000000000044,average,fastANI,6327
3300062720_69.fna,3300062720_69,6327_1,0.050000000000000044,average,fastANI,6327
3300062790_27.fna,3300062790_27,6327_1,0.050000000000000044,average,fastANI,6327
3300062835_25.fna,3300062835_25,6327_1,0.050000000000000044,average,fastANI,6327
3300063174_80.fna,3300063174_80,6327_1,0.050000000000000044,average,fastANI,6327
3300082222_25.fna,3300082222_25,6328_0,0.050000000000000044,average,fastANI,6328
3300080033_5.fna,3300080033_5,6329_0,0.050000000000000044,average,fastANI,6329
3300080033_9.fna,3300080033_9,6330_0,0.050000000000000044,average,fastANI,6330
3300077109_2.fna,3300077109_2,6331_1,0.050000000000000044,average,fastANI,6331
3300078372_9.fna,3300078372_9,6331_2,0.050000000000000044,average,fastANI,6331
3300060652_17.fna,3300060652_17,6332_1,0.050000000000000044,average,fastANI,6332
3300060654_51.fna,3300060654_51,6332_1,0.050000000000000044,average,fastANI,6332
3300064044_54.fna,3300064044_54,6332_1,0.050000000000000044,average,fastANI,6332
3300060779_29.fna,3300060779_29,6333_1,0.050000000000000044,average,fastANI,6333
3300060780_25.fna,3300060780_25,6333_1,0.050000000000000044,average,fastANI,6333
3300078369_15.fna,3300078369_15,6333_1,0.050000000000000044,average,fastANI,6333
3300082206_31.fna,3300082206_31,6333_1,0.050000000000000044,average,fastANI,6333
3300063081_18.fna,3300063081_18,6333_2,0.050000000000000044,average,fastANI,6333
3300061216_15.fna,3300061216_15,6334_0,0.050000000000000044,average,fastANI,6334
3300082204_51.fna,3300082204_51,6335_0,0.050000000000000044,average,fastANI,6335
3300061213_13.fna,3300061213_13,6336_0,0.050000000000000044,average,fastANI,6336
3300066017_8.fna,3300066017_8,6337_0,0.050000000000000044,average,fastANI,6337
3300054703_7.fna,3300054703_7,6338_1,0.050000000000000044,average,fastANI,6338
3300054962_38.fna,3300054962_38,6338_1,0.050000000000000044,average,fastANI,6338
3300081965_102.fna,3300081965_102,6339_0,0.050000000000000044,average,fastANI,6339
3300056867_44.fna,3300056867_44,6340_1,0.050000000000000044,average,fastANI,6340
3300057031_102.fna,3300057031_102,6340_1,0.050000000000000044,average,fastANI,6340
3300057035_167.fna,3300057035_167,6340_1,0.050000000000000044,average,fastANI,6340
3300057050_28.fna,3300057050_28,6341_1,0.050000000000000044,average,fastANI,6341
3300057056_52.fna,3300057056_52,6341_1,0.050000000000000044,average,fastANI,6341
3300082211_21.fna,3300082211_21,6342_0,0.050000000000000044,average,fastANI,6342
3300082281_4.fna,3300082281_4,6343_0,0.050000000000000044,average,fastANI,6343
3300081965_95.fna,3300081965_95,6344_0,0.050000000000000044,average,fastANI,6344
3300082281_192.fna,3300082281_192,6345_0,0.050000000000000044,average,fastANI,6345
3300054703_68.fna,3300054703_68,6346_0,0.050000000000000044,average,fastANI,6346
3300050235_1.fna,3300050235_1,6347_1,0.050000000000000044,average,fastANI,6347
3300050240_17.fna,3300050240_17,6347_1,0.050000000000000044,average,fastANI,6347
3300051200_13.fna,3300051200_13,6347_1,0.050000000000000044,average,fastANI,6347
3300078750_25.fna,3300078750_25,6348_0,0.050000000000000044,average,fastANI,6348
3300054986_17.fna,3300054986_17,6349_0,0.050000000000000044,average,fastANI,6349
3300076629_6.fna,3300076629_6,6350_0,0.050000000000000044,average,fastANI,6350
3300054965_36.fna,3300054965_36,6351_1,0.050000000000000044,average,fastANI,6351
3300054967_11.fna,3300054967_11,6351_1,0.050000000000000044,average,fastANI,6351
3300078518_65.fna,3300078518_65,6352_1,0.050000000000000044,average,fastANI,6352
3300079549_61.fna,3300079549_61,6352_1,0.050000000000000044,average,fastANI,6352
3300063044_68.fna,3300063044_68,6353_1,0.050000000000000044,average,fastANI,6353
3300063053_37.fna,3300063053_37,6353_1,0.050000000000000044,average,fastANI,6353
3300063066_45.fna,3300063066_45,6353_1,0.050000000000000044,average,fastANI,6353
3300065082_127.fna,3300065082_127,6353_1,0.050000000000000044,average,fastANI,6353
3300063045_24.fna,3300063045_24,6353_2,0.050000000000000044,average,fastANI,6353
3300063062_54.fna,3300063062_54,6354_0,0.050000000000000044,average,fastANI,6354
3300080737_7.fna,3300080737_7,6355_0,0.050000000000000044,average,fastANI,6355
3300063054_39.fna,3300063054_39,6356_0,0.050000000000000044,average,fastANI,6356
3300061641_13.fna,3300061641_13,6357_0,0.050000000000000044,average,fastANI,6357
3300056867_77.fna,3300056867_77,6358_1,0.050000000000000044,average,fastANI,6358
3300057000_58.fna,3300057000_58,6358_1,0.050000000000000044,average,fastANI,6358
3300079549_129.fna,3300079549_129,6359_0,0.050000000000000044,average,fastANI,6359
3300066614_35.fna,3300066614_35,6360_0,0.050000000000000044,average,fastANI,6360
3300082212_14.fna,3300082212_14,6361_0,0.050000000000000044,average,fastANI,6361
3300054983_32.fna,3300054983_32,6362_0,0.050000000000000044,average,fastANI,6362
3300072657_39.fna,3300072657_39,6363_0,0.050000000000000044,average,fastANI,6363
3300079690_74.fna,3300079690_74,6364_0,0.050000000000000044,average,fastANI,6364
3300054704_153.fna,3300054704_153,6365_1,0.050000000000000044,average,fastANI,6365
3300054986_57.fna,3300054986_57,6365_2,0.050000000000000044,average,fastANI,6365
3300055072_100.fna,3300055072_100,6366_0,0.050000000000000044,average,fastANI,6366
3300079119_43.fna,3300079119_43,6367_0,0.050000000000000044,average,fastANI,6367
3300079690_65.fna,3300079690_65,6368_0,0.050000000000000044,average,fastANI,6368
3300081965_160.fna,3300081965_160,6369_0,0.050000000000000044,average,fastANI,6369
3300054984_73.fna,3300054984_73,6370_0,0.050000000000000044,average,fastANI,6370
3300057024_142.fna,3300057024_142,6371_1,0.050000000000000044,average,fastANI,6371
3300057035_95.fna,3300057035_95,6371_1,0.050000000000000044,average,fastANI,6371
3300057024_158.fna,3300057024_158,6372_0,0.050000000000000044,average,fastANI,6372
3300056881_24.fna,3300056881_24,6373_1,0.050000000000000044,average,fastANI,6373
3300056971_14.fna,3300056971_14,6373_1,0.050000000000000044,average,fastANI,6373
3300057051_45.fna,3300057051_45,6373_1,0.050000000000000044,average,fastANI,6373
3300057052_30.fna,3300057052_30,6373_1,0.050000000000000044,average,fastANI,6373
3300080031_63.fna,3300080031_63,6374_0,0.050000000000000044,average,fastANI,6374
3300050226_40.fna,3300050226_40,6375_0,0.050000000000000044,average,fastANI,6375
3300081965_116.fna,3300081965_116,6376_0,0.050000000000000044,average,fastANI,6376
3300057013_153.fna,3300057013_153,6377_0,0.050000000000000044,average,fastANI,6377
3300072780_84.fna,3300072780_84,6378_0,0.050000000000000044,average,fastANI,6378
3300031965_21.fna,3300031965_21,6379_0,0.050000000000000044,average,fastANI,6379
3300065455_27.fna,3300065455_27,6380_0,0.050000000000000044,average,fastANI,6380
3300044712_306.fna,3300044712_306,6381_0,0.050000000000000044,average,fastANI,6381
3300062823_116.fna,3300062823_116,6382_0,0.050000000000000044,average,fastANI,6382
3300049571_23.fna,3300049571_23,6383_1,0.050000000000000044,average,fastANI,6383
3300049574_69.fna,3300049574_69,6383_1,0.050000000000000044,average,fastANI,6383
3300049579_4.fna,3300049579_4,6384_1,0.050000000000000044,average,fastANI,6384
3300049580_45.fna,3300049580_45,6384_1,0.050000000000000044,average,fastANI,6384
3300049581_14.fna,3300049581_14,6384_1,0.050000000000000044,average,fastANI,6384
3300049582_34.fna,3300049582_34,6384_1,0.050000000000000044,average,fastANI,6384
3300049744_42.fna,3300049744_42,6384_1,0.050000000000000044,average,fastANI,6384
3300049571_39.fna,3300049571_39,6385_0,0.050000000000000044,average,fastANI,6385
3300076760_9.fna,3300076760_9,6386_1,0.050000000000000044,average,fastANI,6386
3300082260_18.fna,3300082260_18,6386_1,0.050000000000000044,average,fastANI,6386
3300078366_23.fna,3300078366_23,6386_2,0.050000000000000044,average,fastANI,6386
3300043667_14.fna,3300043667_14,6387_0,0.050000000000000044,average,fastANI,6387
3300077141_16.fna,3300077141_16,6388_0,0.050000000000000044,average,fastANI,6388
3300044808_1.fna,3300044808_1,6389_0,0.050000000000000044,average,fastANI,6389
3300044816_52.fna,3300044816_52,6390_1,0.050000000000000044,average,fastANI,6390
3300044839_10.fna,3300044839_10,6390_1,0.050000000000000044,average,fastANI,6390
3300044722_31.fna,3300044722_31,6390_2,0.050000000000000044,average,fastANI,6390
3300043630_4.fna,3300043630_4,6391_0,0.050000000000000044,average,fastANI,6391
3300043598_7.fna,3300043598_7,6392_1,0.050000000000000044,average,fastANI,6392
3300044808_70.fna,3300044808_70,6392_2,0.050000000000000044,average,fastANI,6392
3300054982_32.fna,3300054982_32,6393_0,0.050000000000000044,average,fastANI,6393
3300044833_19.fna,3300044833_19,6394_0,0.050000000000000044,average,fastANI,6394
3300048785_28.fna,3300048785_28,6395_1,0.050000000000000044,average,fastANI,6395
3300048800_37.fna,3300048800_37,6395_1,0.050000000000000044,average,fastANI,6395
3300050016_19.fna,3300050016_19,6395_1,0.050000000000000044,average,fastANI,6395
3300050019_64.fna,3300050019_64,6395_1,0.050000000000000044,average,fastANI,6395
3300050020_41.fna,3300050020_41,6395_1,0.050000000000000044,average,fastANI,6395
3300044734_12.fna,3300044734_12,6396_0,0.050000000000000044,average,fastANI,6396
3300048793_7.fna,3300048793_7,6397_1,0.050000000000000044,average,fastANI,6397
3300050011_49.fna,3300050011_49,6397_1,0.050000000000000044,average,fastANI,6397
3300066540_5.fna,3300066540_5,6397_2,0.050000000000000044,average,fastANI,6397
3300044833_48.fna,3300044833_48,6398_1,0.050000000000000044,average,fastANI,6398
3300044898_23.fna,3300044898_23,6398_1,0.050000000000000044,average,fastANI,6398
3300060746_24.fna,3300060746_24,6399_0,0.050000000000000044,average,fastANI,6399
3300043598_3.fna,3300043598_3,6400_0,0.050000000000000044,average,fastANI,6400
3300082073_123.fna,3300082073_123,6401_0,0.050000000000000044,average,fastANI,6401
3300066008_54.fna,3300066008_54,6402_0,0.050000000000000044,average,fastANI,6402
3300044750_14.fna,3300044750_14,6403_1,0.050000000000000044,average,fastANI,6403
3300078161_35.fna,3300078161_35,6403_2,0.050000000000000044,average,fastANI,6403
3300044252_8.fna,3300044252_8,6404_0,0.050000000000000044,average,fastANI,6404
3300044750_8.fna,3300044750_8,6405_0,0.050000000000000044,average,fastANI,6405
3300078584_26.fna,3300078584_26,6406_0,0.050000000000000044,average,fastANI,6406
3300075533_38.fna,3300075533_38,6407_1,0.050000000000000044,average,fastANI,6407
3300075574_64.fna,3300075574_64,6407_1,0.050000000000000044,average,fastANI,6407
3300048800_11.fna,3300048800_11,6407_2,0.050000000000000044,average,fastANI,6407
3300076763_179.fna,3300076763_179,6407_3,0.050000000000000044,average,fastANI,6407
3300075324_29.fna,3300075324_29,6408_0,0.050000000000000044,average,fastANI,6408
3300044703_75.fna,3300044703_75,6409_0,0.050000000000000044,average,fastANI,6409
3300078161_18.fna,3300078161_18,6410_0,0.050000000000000044,average,fastANI,6410
3300050472_1.fna,3300050472_1,6411_0,0.050000000000000044,average,fastANI,6411
3300043538_14.fna,3300043538_14,6412_0,0.050000000000000044,average,fastANI,6412
3300044722_19.fna,3300044722_19,6413_0,0.050000000000000044,average,fastANI,6413
3300044736_29.fna,3300044736_29,6414_1,0.050000000000000044,average,fastANI,6414
3300049324_11.fna,3300049324_11,6414_2,0.050000000000000044,average,fastANI,6414
3300082508_9.fna,3300082508_9,6415_0,0.050000000000000044,average,fastANI,6415
3300079540_33.fna,3300079540_33,6416_0,0.050000000000000044,average,fastANI,6416
3300082215_26.fna,3300082215_26,6417_1,0.050000000000000044,average,fastANI,6417
3300082265_28.fna,3300082265_28,6417_2,0.050000000000000044,average,fastANI,6417
3300045284_33.fna,3300045284_33,6418_0,0.050000000000000044,average,fastANI,6418
3300044836_20.fna,3300044836_20,6419_1,0.050000000000000044,average,fastANI,6419
3300078162_26.fna,3300078162_26,6419_1,0.050000000000000044,average,fastANI,6419
3300078221_15.fna,3300078221_15,6420_0,0.050000000000000044,average,fastANI,6420
3300052896_7.fna,3300052896_7,6421_1,0.050000000000000044,average,fastANI,6421
3300064033_114.fna,3300064033_114,6421_1,0.050000000000000044,average,fastANI,6421
3300044810_28.fna,3300044810_28,6421_2,0.050000000000000044,average,fastANI,6421
3300044830_4.fna,3300044830_4,6421_2,0.050000000000000044,average,fastANI,6421
3300044835_21.fna,3300044835_21,6421_3,0.050000000000000044,average,fastANI,6421
3300066659_124.fna,3300066659_124,6421_4,0.050000000000000044,average,fastANI,6421
3300043668_7.fna,3300043668_7,6422_0,0.050000000000000044,average,fastANI,6422
3300061843_56.fna,3300061843_56,6423_0,0.050000000000000044,average,fastANI,6423
3300045284_14.fna,3300045284_14,6424_0,0.050000000000000044,average,fastANI,6424
3300062570_48.fna,3300062570_48,6425_0,0.050000000000000044,average,fastANI,6425
3300044809_21.fna,3300044809_21,6426_0,0.050000000000000044,average,fastANI,6426
3300044810_17.fna,3300044810_17,6427_1,0.050000000000000044,average,fastANI,6427
3300082524_10.fna,3300082524_10,6427_2,0.050000000000000044,average,fastANI,6427
3300044704_38.fna,3300044704_38,6428_1,0.050000000000000044,average,fastANI,6428
3300044812_4.fna,3300044812_4,6428_1,0.050000000000000044,average,fastANI,6428
3300044839_32.fna,3300044839_32,6428_1,0.050000000000000044,average,fastANI,6428
3300053644_35.fna,3300053644_35,6428_2,0.050000000000000044,average,fastANI,6428
3300045120_22.fna,3300045120_22,6429_0,0.050000000000000044,average,fastANI,6429
3300061537_7.fna,3300061537_7,6430_0,0.050000000000000044,average,fastANI,6430
3300044983_2.fna,3300044983_2,6431_0,0.050000000000000044,average,fastANI,6431
3300032174_5.fna,3300032174_5,6432_0,0.050000000000000044,average,fastANI,6432
3300061637_13.fna,3300061637_13,6433_1,0.050000000000000044,average,fastANI,6433
3300078515_37.fna,3300078515_37,6433_2,0.050000000000000044,average,fastANI,6433
3300060647_18.fna,3300060647_18,6434_0,0.050000000000000044,average,fastANI,6434
3300066015_28.fna,3300066015_28,6435_1,0.050000000000000044,average,fastANI,6435
3300066322_87.fna,3300066322_87,6435_1,0.050000000000000044,average,fastANI,6435
3300060648_12.fna,3300060648_12,6436_1,0.050000000000000044,average,fastANI,6436
3300078373_10.fna,3300078373_10,6436_1,0.050000000000000044,average,fastANI,6436
3300078423_33.fna,3300078423_33,6437_0,0.050000000000000044,average,fastANI,6437
3300078523_21.fna,3300078523_21,6438_0,0.050000000000000044,average,fastANI,6438
