"genome","completeness","contamination"
"3300072657_50.fna",79.61,1.94
"3300072657_6.fna",97.87,0.8
"3300072657_3.fna",99.19,0.54
"3300072658_8.fna",85.47,1.71
"3300072658_10.fna",87.18,3.47
"3300072658_17.fna",81.25,0.68
"3300072658_18.fna",97.7,1.15
"3300072658_19.fna",99.18,0.38
"3300072658_2.fna",90.48,0.36
"3300072658_20.fna",87.45,0.49
"3300072658_22.fna",96.75,0.74
"3300072658_30.fna",97.87,0.8
"3300072658_34.fna",96.41,0.87
"3300072658_36.fna",98.77,0.48
"3300072658_37.fna",92.82,2.97
"3300072658_38.fna",99.25,0
"3300072658_12.fna",97.84,1.17
"3300072658_40.fna",98.29,2.47
"3300072658_42.fna",100,0.43
"3300072658_45.fna",74.07,0.46
"3300072658_47.fna",70.64,9.98
"3300072658_5.fna",98.1,0.48
"3300072658_51.fna",98.03,0
"3300072658_54.fna",98.29,7.86
"3300072658_6.fna",97.7,0.85
"3300072658_64.fna",96.44,4.82
"3300072658_66.fna",96.5,0.68
"3300072658_39.fna",71.45,3.08
"3300072658_68.fna",95.95,2.16
"3300072658_67.fna",88.47,0
"3300072779_76.fna",78.81,0.43
"3300072779_77.fna",91.85,0.95
"3300072779_22.fna",99.28,0.02
"3300072779_26.fna",94.72,0.97
"3300072779_29.fna",93.39,4.86
"3300072779_32.fna",71.48,0.79
"3300072779_34.fna",86.57,1.8
"3300072779_35.fna",96.82,6.64
"3300072779_36.fna",81,2.05
"3300072779_75.fna",93.92,2.7
"3300072779_40.fna",98.57,0.89
"3300072779_42.fna",98.87,0
"3300072779_44.fna",79.22,1.35
"3300072779_45.fna",98.74,0.5
"3300072779_47.fna",93.03,9.16
"3300072779_51.fna",94.29,0
"3300072779_52.fna",70.46,0
"3300072779_55.fna",94.02,6.15
"3300072779_39.fna",98.69,0.65
"3300072779_60.fna",98.57,0
"3300072779_61.fna",88.5,0.45
"3300072779_62.fna",97.15,6.15
"3300072779_66.fna",91.38,0.25
"3300072779_67.fna",91.45,4.32
"3300072779_68.fna",76.77,0.93
"3300072779_69.fna",97.32,0.8
"3300072779_7.fna",98.52,0
"3300072779_71.fna",81.91,6.25
"3300072779_73.fna",83.95,1.58
"3300072779_56.fna",92.67,3.76
"3300072779_57.fna",97.7,1.15
"3300072779_74.fna",100,0.43
"3300072779_8.fna",94.22,0.88
"3300072779_78.fna",90.03,2.21
"3300072779_79.fna",85.47,2.56
"3300072779_13.fna",98.21,0.49
"3300072779_31.fna",96.05,1.17
"3300072779_2.fna",89.76,0.6
"3300072779_15.fna",97.87,0.8
"3300072928_4.fna",92.92,2
"3300072947_2.fna",74.98,8.48
"3300072949_12.fna",80.85,2.88
"3300072949_6.fna",93.67,1.27
"3300072949_16.fna",97.09,4.36
"3300072949_8.fna",94.47,0.63
"3300072949_19.fna",100,4.11
"3300072949_9.fna",97.77,9.21
"3300072952_14.fna",90.28,1.11
"3300072952_16.fna",96.47,1.86
"3300072952_12.fna",100,1.8
"3300072952_20.fna",82.85,7.69
"3300072952_17.fna",93.98,0.93
"3300072952_2.fna",80.65,0
"3300072952_6.fna",97.39,0.87
"3300072952_22.fna",99.07,0.93
"3300072952_27.fna",98.33,1.52
"3300072952_8.fna",75.21,2.14
"3300072952_11.fna",93.98,1.85
"3300072958_2.fna",88.23,0.89
"3300072958_21.fna",74.74,1.36
"3300072958_17.fna",95.7,0
"3300072958_25.fna",93.87,2
"3300072958_37.fna",77.86,1.97
"3300072958_3.fna",96.36,0.45
"3300072958_8.fna",74.02,1.64
"3300072958_36.fna",93.73,3.71
"3300072958_1.fna",90.79,5.13
"3300072958_4.fna",96.86,1.89
"3300072958_30.fna",97.26,0
"3300072958_16.fna",93.4,4.55
"3300072958_6.fna",92.37,4.59
"3300072958_31.fna",96.58,5.13
"3300072959_9.fna",95.75,0.94
"3300072960_10.fna",84.71,1.81
"3300072960_13.fna",93.1,0.57
"3300072960_1.fna",93.64,1.82
"3300072960_30.fna",95.73,0.85
"3300072960_31.fna",94.07,7.14
"3300072960_32.fna",92.76,2.84
"3300072960_14.fna",96.86,1.89
"3300072960_24.fna",73.24,4.27
"3300072960_26.fna",86.35,4.84
"3300072960_16.fna",99.57,0.43
"3300072960_17.fna",88.56,3.07
"3300072960_18.fna",72.64,1.12
"3300072960_34.fna",70.85,1.1
"3300072960_5.fna",73.95,6.84
"3300072960_36.fna",93.33,0.55
"3300072960_38.fna",100,0
"3300072960_37.fna",96.59,1.3
"3300072961_4.fna",94.97,1.89
"3300072961_2.fna",78.62,1.26
"3300072961_3.fna",88.91,1.82
"3300072962_10.fna",97.05,7
"3300072962_11.fna",73.64,1.03
"3300072962_1.fna",96.44,1.96
"3300072962_12.fna",93.39,1.93
"3300072962_6.fna",98.66,1.49
"3300072963_24.fna",87.55,1.46
"3300072963_1.fna",71.41,3.19
"3300072963_25.fna",83.79,1.02
"3300072963_22.fna",99.26,1.52
"3300072963_20.fna",93.44,2.08
"3300072963_21.fna",96.86,3.12
"3300072963_28.fna",96.28,0.37
"3300072963_2.fna",85.09,1.49
"3300072963_31.fna",92.73,1.9
"3300072963_30.fna",98.51,0
"3300072963_17.fna",97.17,0.94
"3300072963_19.fna",91.67,5.5
"3300072963_32.fna",99.69,0
"3300072964_7.fna",98.52,0
"3300072964_8.fna",84.69,1.21
"3300072964_5.fna",95.99,1.77
"3300072964_9.fna",96.7,0.94
"3300072964_14.fna",92.46,1.01
"3300072964_3.fna",85.87,3.21
"3300072965_31.fna",91.1,5.16
"3300072965_18.fna",83.29,2.2
"3300072965_13.fna",97.8,0.94
"3300072965_15.fna",98.9,0.94
"3300072965_16.fna",72.32,3.59
"3300072965_1.fna",98.52,1.97
"3300072965_12.fna",93.64,2.33
"3300072965_32.fna",91.82,1.82
"3300072965_42.fna",97.26,3.48
"3300072965_6.fna",90.57,4.44
"3300072965_37.fna",97.5,2.44
"3300072965_7.fna",99.28,0.48
"3300072965_34.fna",96.11,1.65
"3300072965_35.fna",95.04,1.63
"3300072966_3.fna",80.38,0.94
"3300072966_5.fna",99.76,0.72
"3300072966_10.fna",92.73,1.82
"3300072967_28.fna",98.77,0.34
"3300072967_30.fna",77.15,4.27
"3300072967_2.fna",97.54,2.46
"3300072967_20.fna",98.24,1.71
"3300072967_18.fna",72.26,3.25
"3300072967_19.fna",98.11,2
"3300072967_26.fna",90.31,2.56
"3300072967_49.fna",76.01,6.46
"3300072967_51.fna",85.47,1.71
"3300072967_31.fna",75.87,4.7
"3300072967_1.fna",95.06,7.69
"3300072967_37.fna",93.52,1.46
"3300072967_38.fna",95.2,1.97
"3300072967_39.fna",99.51,0.74
"3300072967_42.fna",73.66,2.25
"3300072967_21.fna",98.55,0.72
"3300072967_24.fna",97.84,1.65
"3300072967_48.fna",99.35,0.43
"3300072967_32.fna",99.13,2.61
"3300072967_36.fna",97.27,1.82
"3300072967_9.fna",97.26,1.52
"3300072967_8.fna",94.87,6.15
"3300072967_55.fna",99.51,0.49
"3300072967_47.fna",91.3,2.28
"3300072968_6.fna",70.82,0
"3300072968_7.fna",98.95,8.45
"3300072968_4.fna",75.36,0
"3300072968_14.fna",98.15,1.96
"3300072968_3.fna",91.76,0.43
"3300072968_2.fna",96.51,0.52
"3300072969_9.fna",98.58,0.94
"3300072969_3.fna",96.48,1.56
"3300072969_4.fna",84.46,0.92
"3300072969_14.fna",78.98,5.13
"3300072969_19.fna",88.89,2.56
"3300072969_2.fna",96.7,1.77
"3300072969_8.fna",71.12,1.91
"3300072970_12.fna",98.19,0.6
"3300072970_17.fna",95.33,0.25
"3300072970_24.fna",91.88,0.85
"3300072970_5.fna",81.09,1.89
"3300072970_8.fna",99.26,1.52
"3300072970_9.fna",98.3,0.63
"3300072970_20.fna",77.83,0.24
"3300072970_22.fna",98.47,0.34
"3300072970_23.fna",84.31,2.76
"3300072971_13.fna",99.69,1.89
"3300072971_14.fna",97.3,2.66
"3300072971_26.fna",95.75,1.65
"3300072971_9.fna",74.26,2.62
"3300072971_7.fna",84.62,0
"3300072971_28.fna",98.18,1.82
"3300072971_3.fna",90.91,0
"3300072971_19.fna",99.56,2.48
"3300072971_12.fna",91.95,4.17
"3300072971_20.fna",93.64,2.33
"3300072971_25.fna",88.98,0.89
"3300072971_24.fna",92.73,0.91
"3300072971_21.fna",99.51,2.46
"3300072982_26.fna",89.36,3.61
"3300072982_25.fna",90.89,1.55
"3300072982_20.fna",97.74,1.25
"3300072982_41.fna",83.15,0
"3300072982_24.fna",88.15,0.43
"3300072982_8.fna",79.99,4.58
"3300072982_44.fna",95.9,0.55
"3300072982_11.fna",98.58,0.38
"3300072982_5.fna",72.41,8.53
"3300072982_23.fna",82.76,0
"3300073287_4.fna",85.9,2.07
"3300073304_7.fna",88.58,0.8
"3300073304_2.fna",80.31,1.71
"3300073306_2.fna",85.3,8.8
"3300073310_5.fna",76.31,2.56
"3300073310_3.fna",81.87,1.01
"3300073312_5.fna",95.51,2.14
"3300073672_12.fna",73.87,0
"3300073672_6.fna",83.56,2.8
"3300073834_10.fna",86.9,3.7
"3300073834_27.fna",87.38,6.07
"3300073834_30.fna",92.25,0.5
"3300073834_12.fna",96.62,1.19
"3300073834_33.fna",94.68,2.18
"3300073834_38.fna",88.02,1.06
"3300073834_4.fna",90.73,3.99
"3300073834_45.fna",80.49,4.47
"3300073834_46.fna",82.9,2.31
"3300073834_55.fna",74.81,0.83
"3300073834_59.fna",92.39,0.59
"3300073834_62.fna",99.07,2.78
"3300073834_65.fna",94,1.05
"3300073834_21.fna",94.72,0.24
"3300073835_17.fna",92.78,5.05
"3300073835_19.fna",92.04,3.23
"3300073835_22.fna",94.48,4.74
"3300073836_23.fna",78.31,0
"3300073837_11.fna",84.65,6.2
"3300073837_10.fna",75.17,4.31
"3300073837_35.fna",71.72,1.72
"3300073837_18.fna",70.29,3.73
"3300073837_30.fna",88.29,2.93
"3300073837_9.fna",90.45,3.41
"3300073837_42.fna",73.36,5
"3300073837_43.fna",79.81,0.93
"3300073838_34.fna",97.13,2.63
"3300073838_26.fna",98.29,9.44
"3300073839_12.fna",93.07,2.5
"3300073839_15.fna",94.71,5.57
"3300073839_16.fna",96.79,2.14
"3300073840_8.fna",86.01,5.04
"3300073840_9.fna",82.38,1.57
"3300073841_14.fna",73.97,6.06
"3300073841_15.fna",90.7,2.91
"3300073841_50.fna",90.6,1.93
"3300073841_56.fna",84.6,0.68
"3300073841_59.fna",72.67,2.03
"3300073843_12.fna",89.38,0.35
"3300073843_35.fna",78.91,0.34
"3300073843_7.fna",86.07,0.29
"3300073843_15.fna",85.01,3.73
"3300073843_23.fna",96.39,0.35
"3300073843_51.fna",75.71,4.94
"3300073844_10.fna",91.91,2.05
"3300073844_45.fna",87.4,3.07
"3300073844_50.fna",79.46,0.99
"3300073844_34.fna",86.16,2.22
"3300073845_20.fna",73.62,6.9
"3300073845_22.fna",71.4,0.5
"3300073846_18.fna",92.64,2.14
"3300073846_19.fna",88.85,9.34
"3300073846_20.fna",85.13,5.13
"3300073846_34.fna",95.95,2.14
"3300073846_27.fna",91.03,2.56
"3300073847_2.fna",81.79,0
"3300073847_4.fna",81.29,1.1
"3300073847_37.fna",78.37,0.81
"3300073847_12.fna",87.5,0.86
"3300073847_15.fna",79.65,5.95
"3300073847_16.fna",72.88,2.97
"3300073847_6.fna",72.09,1.79
"3300073859_10.fna",94.4,4.91
"3300073859_7.fna",77.77,2.66
"3300073872_16.fna",79.47,3.02
"3300073873_26.fna",72.49,8.62
"3300073873_32.fna",88.55,4.38
"3300073873_15.fna",90.47,2.52
"3300073873_4.fna",88.11,2.99
"3300073873_6.fna",79.77,3.02
"3300073873_13.fna",73.5,1.99
"3300073874_13.fna",72.1,0.6
"3300073875_28.fna",75.07,0
"3300073875_3.fna",94.4,1.29
"3300073938_12.fna",98.03,0.16
"3300073938_30.fna",99.34,0.49
"3300073938_8.fna",88.62,1.99
"3300073938_27.fna",98.53,3.85
"3300075320_13.fna",97.83,7.31
"3300075320_15.fna",72.56,3.01
"3300075320_26.fna",83.27,9.55
"3300075320_18.fna",81.32,1.1
"3300075320_28.fna",83.98,2.91
"3300075320_7.fna",93.68,1.64
"3300075320_16.fna",75.23,9.81
"3300075321_21.fna",83.12,1.71
"3300075321_114.fna",78.82,9.56
"3300075321_28.fna",99.07,0.93
"3300075321_30.fna",77.87,3.02
"3300075321_25.fna",70.12,5.59
"3300075321_10.fna",97.88,0
"3300075321_40.fna",97.17,4.7
"3300075321_45.fna",84.63,0.89
"3300075321_55.fna",74.03,4.27
"3300075321_56.fna",70.85,1.81
"3300075321_64.fna",71.45,7.34
"3300075321_65.fna",94.4,3.02
"3300075321_72.fna",90.16,0.63
"3300075321_33.fna",91.98,8.8
"3300075321_80.fna",90.13,2.46
"3300075321_82.fna",87.45,0
"3300075321_84.fna",95.05,0.26
"3300075321_88.fna",78.49,2.2
"3300075321_9.fna",77.03,3.15
"3300075321_90.fna",70.5,0.83
"3300075321_91.fna",77.59,0
"3300075321_93.fna",96.72,2.56
"3300075321_75.fna",97.86,1.71
"3300075321_76.fna",77.75,1.67
"3300075321_77.fna",85.18,2.85
"3300075321_113.fna",84.06,1.97
"3300075321_101.fna",92.31,2.14
"3300075321_103.fna",72.73,0
"3300075321_98.fna",96.26,7.94
"3300075321_97.fna",87.68,1.99
"3300075322_107.fna",92.66,4.27
"3300075322_117.fna",74.49,1.27
"3300075322_100.fna",94.87,1.71
"3300075322_121.fna",77.19,0
"3300075322_26.fna",70.69,1.72
"3300075322_28.fna",81.69,2.76
"3300075322_30.fna",95.95,4.9
"3300075322_32.fna",89.93,2.72
"3300075322_38.fna",98.29,1.03
"3300075322_39.fna",89.35,1.85
"3300075322_43.fna",91.81,2.44
"3300075322_46.fna",97.31,1.34
"3300075322_15.fna",83.55,1.03
"3300075322_54.fna",97.9,4
"3300075322_72.fna",96.46,3.81
"3300075322_76.fna",82.76,3.45
"3300075322_77.fna",77.61,0.65
"3300075322_79.fna",92.9,4.7
"3300075322_81.fna",89.97,2.85
"3300075322_83.fna",91.38,1.58
"3300075322_88.fna",92.16,0
"3300075322_89.fna",93.33,0.83
"3300075322_108.fna",87.98,1.64
"3300075322_110.fna",75.86,6.58
"3300075322_91.fna",80.34,1.72
"3300075322_94.fna",99.15,5.56
"3300075322_95.fna",91.2,1.6
"3300075322_96.fna",77.24,6.9
"3300075322_98.fna",94.4,3.62
"3300075322_99.fna",90.35,4.37
"3300075322_86.fna",85.28,5.95
"3300075322_90.fna",97.48,4.2
"3300075324_10.fna",93.16,7.83
"3300075324_22.fna",97.44,1.85
"3300075324_18.fna",84.44,6.76
"3300075324_40.fna",84.04,2.55
"3300075324_44.fna",80.4,1.25
"3300075324_7.fna",82.6,1.47
"3300075324_14.fna",77.33,2.07
"3300075324_29.fna",85.58,3.4
"3300075492_10.fna",74.19,0.86
"3300075492_13.fna",94.59,1.28
"3300075492_14.fna",95.73,3.42
"3300075492_12.fna",98.49,7.35
"3300075492_31.fna",90.22,1.71
"3300075492_32.fna",81.9,0.16
"3300075492_38.fna",91,2.89
"3300075492_101.fna",78.68,0.35
"3300075492_11.fna",83.09,0.88
"3300075492_51.fna",86.32,4.71
"3300075492_54.fna",89.96,5.63
"3300075492_55.fna",95.07,1.6
"3300075492_22.fna",71.07,1.51
"3300075492_63.fna",80.66,0.97
"3300075492_67.fna",92.12,3.1
"3300075492_7.fna",80.99,1.9
"3300075492_70.fna",95.48,5.48
"3300075492_72.fna",71.28,1.85
"3300075492_76.fna",95.51,1.12
"3300075492_77.fna",97.48,0.84
"3300075492_85.fna",93.01,7.31
"3300075492_88.fna",83.55,2.9
"3300075492_89.fna",95.51,2.56
"3300075492_90.fna",97.27,1.82
"3300075492_91.fna",95.27,3.87
"3300075492_57.fna",92.31,6.15
"3300075492_58.fna",91.71,4.73
"3300075492_62.fna",93.01,7.41
"3300075492_48.fna",81.95,2.16
"3300075492_39.fna",80.12,4.02
"3300075492_41.fna",74.6,0.84
"3300075494_3.fna",91.27,3.59
"3300075494_30.fna",95.06,1.85
"3300075494_23.fna",79.4,0.93
"3300075494_46.fna",82.09,0.65
"3300075494_4.fna",92.51,2.59
"3300075494_6.fna",99.72,2.99
"3300075494_9.fna",86.32,0.43
"3300075495_11.fna",71.71,4.56
"3300075495_16.fna",87.22,1.61
"3300075495_2.fna",84.6,2.6
"3300075495_1.fna",77.9,7.05
"3300075495_8.fna",84.86,3.88
"3300075518_18.fna",86.97,3.42
"3300075518_2.fna",75.41,0
"3300075518_22.fna",79.61,0.85
"3300075518_29.fna",72.56,1.87
"3300075518_30.fna",75,5.98
"3300075518_35.fna",89.53,8
"3300075518_5.fna",87.3,3.76
"3300075518_55.fna",70.78,9.4
"3300075518_58.fna",75.63,1.68
"3300075518_8.fna",71.74,1.28
"3300075518_9.fna",90.13,7.96
"3300075518_11.fna",94.37,2.56
"3300075518_34.fna",85.03,0
"3300075518_19.fna",75.36,5.6
"3300075532_10.fna",94.89,3.23
"3300075532_27.fna",96.12,3.88
"3300075532_3.fna",78.91,1.29
"3300075532_19.fna",81.81,0.44
"3300075532_34.fna",98.52,0.77
"3300075532_38.fna",79.32,2.56
"3300075532_39.fna",97.47,1.01
"3300075532_5.fna",92.07,3.79
"3300075532_20.fna",73.82,9.12
"3300075532_24.fna",96.98,1.72
"3300075532_6.fna",84.23,1.35
"3300075532_62.fna",96.6,0.97
"3300075532_8.fna",89.94,6.32
"3300075532_70.fna",75.04,3.85
"3300075533_27.fna",89.08,3.89
"3300075533_30.fna",91.6,1.71
"3300075533_18.fna",81.57,8.42
"3300075533_38.fna",77.51,2.36
"3300075533_43.fna",97.44,2.75
"3300075533_50.fna",100,5.74
"3300075533_55.fna",89.25,1.05
"3300075533_68.fna",95.94,1.71
"3300075533_70.fna",76.04,3.17
"3300075533_71.fna",79.34,6.25
"3300075533_81.fna",94.93,7.77
"3300075533_86.fna",75.64,0.85
"3300075533_9.fna",86.64,3.7
"3300075533_59.fna",91.28,6.42
"3300075533_6.fna",77,3.1
"3300075535_7.fna",73.62,0.97
"3300075549_31.fna",86.25,1.29
"3300075549_3.fna",71.68,0.46
"3300075549_42.fna",88.32,0
"3300075549_36.fna",93.37,1.94
"3300075549_39.fna",71.54,4.15
"3300075549_2.fna",80.39,2.76
"3300075561_39.fna",99.18,0.99
"3300075561_45.fna",74.42,2.74
"3300075561_50.fna",85.16,0.65
"3300075561_32.fna",91.28,2.52
"3300075561_24.fna",79.95,0
"3300075561_28.fna",96.44,1.94
"3300075561_48.fna",77.71,0.97
"3300075561_5.fna",81.02,1.03
"3300075562_30.fna",73.07,7.64
"3300075562_1.fna",82.62,2.27
"3300075562_52.fna",81.29,0.22
"3300075562_20.fna",94.7,1.94
"3300075562_3.fna",83.26,9.71
"3300075562_38.fna",88.76,8.03
"3300075562_4.fna",72.57,3.58
"3300075563_50.fna",93.41,2.26
"3300075563_53.fna",73.03,1.94
"3300075563_29.fna",81.68,0.86
"3300075563_32.fna",89.66,1.74
"3300075563_51.fna",81.39,1.94
"3300075573_17.fna",86.01,2.57
"3300075573_34.fna",94.79,1.83
"3300075573_35.fna",87.61,4.59
"3300075573_105.fna",74.18,2.39
"3300075573_109.fna",83.19,1.03
"3300075573_65.fna",91.89,7.46
"3300075573_66.fna",77.78,1.6
"3300075573_67.fna",78.16,2.78
"3300075573_26.fna",84.62,0.71
"3300075573_75.fna",82.07,8.29
"3300075573_79.fna",94.99,1.46
"3300075573_80.fna",72.51,0.21
"3300075573_6.fna",79.3,3.55
"3300075573_60.fna",71.8,2.31
"3300075573_64.fna",95.23,1.71
"3300075573_84.fna",91.13,4.23
"3300075573_91.fna",82.38,4.48
"3300075573_68.fna",81.94,0.1
"3300075573_94.fna",94.6,2.01
"3300075573_96.fna",86.9,4.72
"3300075573_97.fna",89.06,0.17
"3300075573_81.fna",92.22,2.14
"3300075573_92.fna",93.21,2.16
"3300075574_10.fna",96.3,0.37
"3300075574_18.fna",97.01,2.56
"3300075574_2.fna",71.79,3.42
"3300075574_16.fna",82.11,1.37
"3300075574_35.fna",92.31,0.85
"3300075574_36.fna",91.94,0.93
"3300075574_52.fna",92.07,3.45
"3300075574_55.fna",76.02,0.93
"3300075574_56.fna",88.65,4.63
"3300075574_26.fna",80.94,4.44
"3300075574_64.fna",73.71,4.39
"3300075574_70.fna",92.9,1.14
"3300075574_72.fna",77.92,1.1
"3300075574_31.fna",91.42,7.73
"3300075574_78.fna",88.89,0.46
"3300075574_79.fna",81.17,4.17
"3300075574_60.fna",71.94,2.14
"3300075574_74.fna",88.73,4.41
"3300075575_10.fna",71.28,1.42
"3300075575_18.fna",84.47,2.91
"3300075575_21.fna",92.95,2.59
"3300075575_27.fna",91.33,1.74
"3300075575_11.fna",78.07,4.95
"3300075575_50.fna",95.14,0.86
"3300075575_22.fna",86.32,5.61
"3300075575_45.fna",79.99,4.61
"3300075577_13.fna",89.75,4.35
"3300075577_20.fna",78.71,0
"3300075577_26.fna",86.14,1.98
"3300075577_5.fna",91.75,3.88
"3300075577_14.fna",99.26,0.62
"3300075577_29.fna",94.34,2.02
"3300075578_18.fna",86.59,2.11
"3300075578_8.fna",71.34,1.42
"3300075578_10.fna",74.57,1.24
"3300075578_12.fna",80.76,3.15
"3300075582_19.fna",81.07,1.38
"3300075582_4.fna",84.03,6.52
"3300075582_35.fna",87.79,4.28
"3300075582_27.fna",92.95,7.46
"3300075582_5.fna",71.33,3.8
"3300075582_6.fna",80.98,4.94
"3300075583_19.fna",77.76,3.45
"3300075583_30.fna",84.42,4.27
"3300075583_43.fna",97.87,0.29
"3300075583_45.fna",81.19,0.99
"3300075583_23.fna",83.85,1.79
"3300075583_52.fna",75.86,4.7
"3300075583_61.fna",84.7,7.84
"3300075583_63.fna",99.01,1.41
"3300075583_68.fna",97.58,1.71
"3300075583_7.fna",73.65,9.47
"3300075583_72.fna",82.53,9.67
"3300075583_78.fna",79.66,1.72
"3300075583_79.fna",71.08,1.14
"3300075583_87.fna",92.74,0.43
"3300075583_88.fna",74.36,0.49
"3300075583_46.fna",93.58,2.85
"3300075583_39.fna",77.94,3.83
"3300075586_2.fna",75.2,5.77
"3300075586_31.fna",91.24,5.66
"3300075586_32.fna",75.91,2.09
"3300075586_33.fna",80.79,1.29
"3300075586_23.fna",89.97,1.94
"3300075586_22.fna",84.18,2.43
"3300075587_15.fna",94.23,0
"3300075587_35.fna",78.18,0.85
"3300075587_28.fna",97.84,0.86
"3300075587_43.fna",77.17,4.4
"3300075587_46.fna",87.51,6.47
"3300075587_49.fna",94.22,2.58
"3300075587_51.fna",79.43,1.94
"3300075587_6.fna",89.43,2.45
"3300075587_18.fna",90.78,4.85
"3300075587_7.fna",99.51,0
"3300075587_36.fna",74.6,8.25
"3300075587_39.fna",74.33,9.83
"3300075590_17.fna",98.28,1.72
"3300075590_40.fna",88.36,1.85
"3300075591_28.fna",83.93,4.19
"3300075591_3.fna",76.79,8.82
"3300075591_12.fna",78.54,8.63
"3300075591_38.fna",86.24,0
"3300075591_4.fna",96.98,0.86
"3300075591_25.fna",70.79,1.32
"3300075591_53.fna",85.28,2.27
"3300075591_59.fna",81.73,3.28
"3300075591_61.fna",83.79,4.86
"3300075591_62.fna",85.65,0.65
"3300075591_35.fna",89.99,5.48
"3300075593_21.fna",79.45,0.86
"3300075593_39.fna",85.63,3.74
"3300075593_38.fna",74.93,3.85
"3300075593_49.fna",93.55,5.98
"3300075593_50.fna",71.5,1.04
"3300075593_51.fna",72.41,0.86
"3300075593_61.fna",81.64,1.29
"3300075593_67.fna",78.43,0.93
"3300075593_69.fna",75.56,2.03
"3300075593_32.fna",74.29,3.45
"3300075593_82.fna",91.09,4.07
"3300075593_84.fna",75.3,2.58
"3300075593_43.fna",71.37,2.56
"3300075593_77.fna",94.87,0.43
"3300075593_78.fna",92.79,0
"3300075593_79.fna",76.55,1.26
"3300075596_13.fna",75.43,0.32
"3300075596_11.fna",94.98,1.94
"3300075596_25.fna",83.15,1.39
"3300075596_26.fna",90.72,1.03
"3300075596_22.fna",93.97,2.92
"3300075596_10.fna",96.67,2.4
"3300075596_44.fna",70.66,4.75
"3300075596_39.fna",99.03,2.91
"3300075597_2.fna",85.91,2.27
"3300075597_20.fna",78.64,3.88
"3300075597_3.fna",91.8,2.64
"3300075597_12.fna",100,0.99
"3300075597_13.fna",77.99,1.16
"3300075597_9.fna",89.92,3.15
"3300075597_31.fna",94.34,3.4
"3300075597_38.fna",85.43,4.73
"3300075597_50.fna",89.44,1.43
"3300075597_53.fna",89.37,1.85
"3300075598_4.fna",74.1,9.44
"3300075598_28.fna",73.23,7.52
"3300075599_23.fna",70.69,0.86
"3300075599_19.fna",87.85,2.4
"3300075601_16.fna",76.9,5.17
"3300075601_35.fna",98.6,0
"3300075601_36.fna",71.65,0.63
"3300075601_39.fna",88.49,0
"3300075601_40.fna",82.94,7.74
"3300075601_44.fna",80.68,1.49
"3300075601_53.fna",96.98,0.86
"3300075601_54.fna",76.61,7.76
"3300075601_25.fna",85.11,4.85
"3300075601_32.fna",89.43,0
"3300075601_60.fna",75,0.86
"3300075605_27.fna",97.41,2.82
"3300075605_23.fna",89.79,1.62
"3300075605_35.fna",77.1,1.1
"3300075606_31.fna",96.58,1.71
"3300075606_38.fna",98.43,0.45
"3300075606_4.fna",87.01,2.56
"3300075606_46.fna",73.28,6.67
"3300075606_49.fna",78.79,2.7
"3300075606_53.fna",78.74,0.86
"3300075606_67.fna",81.48,5.56
"3300075606_69.fna",97.38,2.56
"3300075606_7.fna",96.1,8.97
"3300075606_70.fna",89.55,3.63
"3300075606_75.fna",87.18,1.71
"3300075606_80.fna",86.44,1.71
"3300075606_9.fna",92.95,8.83
"3300075606_18.fna",72.22,0.85
"3300075613_12.fna",75.3,1.98
"3300075613_25.fna",99.18,1.97
"3300075613_28.fna",84.64,0
"3300075613_22.fna",78.45,5.17
